18.133.214.29, euw2-az2, 32.48ms, 1970, 52.082885, -0.057330, 2023-12-20T14:59:11Z
18.133.214.29, euw2-az2, 32.08ms, 1995, 52.082839, -0.057364, 2023-12-20T15:01:20Z
18.133.214.29, euw2-az2, 32.06ms, 1996, 52.082830, -0.057362, 2023-12-20T15:03:28Z
18.133.214.29, euw2-az2, 32.26ms, 1984, 52.082836, -0.057344, 2023-12-20T15:05:36Z
18.133.214.29, euw2-az2, 32.64ms, 1961, 52.082839, -0.057339, 2023-12-20T15:07:44Z
18.133.214.29, euw2-az2, 32.39ms, 1976, 52.082836, -0.057334, 2023-12-20T15:09:53Z
18.133.214.29, euw2-az2, 32.08ms, 1995, 52.082833, -0.057341, 2023-12-20T15:12:01Z
18.133.214.29, euw2-az2, 31.97ms, 2002, 52.082829, -0.057339, 2023-12-20T15:14:09Z
18.133.214.29, euw2-az2, 32.26ms, 1984, 52.082928, -0.057368, 2023-12-20T15:16:18Z
18.133.214.29, euw2-az2, 32.24ms, 1985, 52.082812, -0.057344, 2023-12-20T15:18:26Z
18.133.214.29, euw2-az2, 32.59ms, 1964, 52.082819, -0.057325, 2023-12-20T15:20:34Z
18.133.214.29, euw2-az2, 32.62ms, 1962, 52.082920, -0.057292, 2023-12-20T15:22:42Z
18.133.214.29, euw2-az2, 32.22ms, 1986, 52.082887, -0.057461, 2023-12-20T15:24:51Z
18.133.214.29, euw2-az2, 32.41ms, 1975, 52.082816, -0.057390, 2023-12-20T15:26:59Z
18.133.214.29, euw2-az2, 32.69ms, 1958, 52.082790, -0.057345, 2023-12-20T15:29:07Z
18.133.214.29, euw2-az2, 33.26ms, 1924, 52.082834, -0.057382, 2023-12-20T15:31:15Z
18.133.214.29, euw2-az2, 33.07ms, 1935, 52.082773, -0.057396, 2023-12-20T15:33:24Z
18.133.214.29, euw2-az2, 32.75ms, 1954, 52.082837, -0.057405, 2023-12-20T15:35:32Z
18.133.214.29, euw2-az2, 32.03ms, 1998, 52.082856, -0.057416, 2023-12-20T15:37:40Z
18.133.214.29, euw2-az2, 32.92ms, 1944, 52.082844, -0.057395, 2023-12-20T15:39:49Z
18.133.214.29, euw2-az2, 32.10ms, 1994, 52.082824, -0.057390, 2023-12-20T15:41:57Z
18.133.214.29, euw2-az2, 32.32ms, 1980, 52.082812, -0.057386, 2023-12-20T15:44:05Z
18.133.214.29, euw2-az2, 31.99ms, 2001, 52.082810, -0.057390, 2023-12-20T15:46:13Z
18.133.214.29, euw2-az2, 31.59ms, 2026, 52.082802, -0.057389, 2023-12-20T15:48:22Z
18.133.214.29, euw2-az2, 31.28ms, 2046, 52.082800, -0.057388, 2023-12-20T15:50:30Z
18.133.214.29, euw2-az2, 31.71ms, 2018, 52.082704, -0.057445, 2023-12-20T15:52:38Z
18.133.214.29, euw2-az2, 32.29ms, 1982, 52.082793, -0.057383, 2023-12-20T15:54:46Z
18.133.214.29, euw2-az2, 31.38ms, 2039, 52.082793, -0.057385, 2023-12-20T15:56:55Z
18.133.214.29, euw2-az2, 32.26ms, 1984, 52.082790, -0.057321, 2023-12-20T15:59:03Z
18.133.214.29, euw2-az2, 31.76ms, 2015, 52.082637, -0.057264, 2023-12-20T16:01:11Z
18.133.214.29, euw2-az2, 31.79ms, 2013, 52.082729, -0.057395, 2023-12-20T16:03:20Z
18.133.214.29, euw2-az2, 31.73ms, 2017, 52.082775, -0.057243, 2023-12-20T16:05:28Z
18.133.214.29, euw2-az2, 31.64ms, 2023, 52.082857, -0.057252, 2023-12-20T16:07:36Z
18.133.214.29, euw2-az2, 31.69ms, 2020, 52.082745, -0.057311, 2023-12-20T16:09:44Z
18.133.214.29, euw2-az2, 32.07ms, 1996, 52.082730, -0.057313, 2023-12-20T16:11:53Z
18.133.214.29, euw2-az2, 32.17ms, 1989, 52.082793, -0.057386, 2023-12-20T16:14:01Z
18.133.214.29, euw2-az2, 32.15ms, 1991, 52.082834, -0.057463, 2023-12-20T16:16:09Z
18.133.214.29, euw2-az2, 31.81ms, 2012, 52.082805, -0.057410, 2023-12-20T16:18:17Z
18.133.214.29, euw2-az2, 31.60ms, 2025, 52.082788, -0.057370, 2023-12-20T16:20:26Z
18.133.214.29, euw2-az2, 31.97ms, 2002, 52.082782, -0.057371, 2023-12-20T16:22:34Z
18.133.214.29, euw2-az2, 31.95ms, 2003, 52.082784, -0.057362, 2023-12-20T16:24:42Z
18.133.214.29, euw2-az2, 32.67ms, 1959, 52.082789, -0.057355, 2023-12-20T16:26:50Z
18.133.214.29, euw2-az2, 32.29ms, 1982, 52.082788, -0.057362, 2023-12-20T16:28:59Z
18.133.214.29, euw2-az2, 32.77ms, 1953, 52.082794, -0.057366, 2023-12-20T16:31:07Z
18.133.214.29, euw2-az2, 32.36ms, 1978, 52.082801, -0.057361, 2023-12-20T16:33:15Z
18.133.214.29, euw2-az2, 31.92ms, 2005, 52.082806, -0.057356, 2023-12-20T16:35:24Z
18.133.214.29, euw2-az2, 32.02ms, 1999, 52.082807, -0.057352, 2023-12-20T16:37:32Z

35.179.9.68, euw2-az2, 24.55ms, 2607, 52.082795, -0.057468, 2023-12-21T08:49:11Z
35.179.9.68, euw2-az2, 24.30ms, 2634, 52.082811, -0.057481, 2023-12-21T08:51:19Z
35.179.9.68, euw2-az2, 24.90ms, 2570, 52.082806, -0.057451, 2023-12-21T08:53:28Z
35.179.9.68, euw2-az2, 25.19ms, 2541, 52.082791, -0.057418, 2023-12-21T08:55:36Z
35.179.9.68, euw2-az2, 25.24ms, 2535, 52.082801, -0.057397, 2023-12-21T08:57:44Z
35.179.9.68, euw2-az2, 25.17ms, 2543, 52.082802, -0.057393, 2023-12-21T08:59:52Z
35.179.9.68, euw2-az2, 25.31ms, 2529, 52.082793, -0.057384, 2023-12-21T09:02:00Z
35.179.9.68, euw2-az2, 25.17ms, 2543, 52.082836, -0.057409, 2023-12-21T09:04:09Z
35.179.9.68, euw2-az2, 24.64ms, 2597, 52.082828, -0.057399, 2023-12-21T09:06:17Z
35.179.9.68, euw2-az2, 24.99ms, 2561, 52.082814, -0.057391, 2023-12-21T09:08:25Z
35.179.9.68, euw2-az2, 24.83ms, 2578, 52.082815, -0.057385, 2023-12-21T09:10:33Z
35.179.9.68, euw2-az2, 24.76ms, 2585, 52.082814, -0.057384, 2023-12-21T09:12:41Z
35.179.9.68, euw2-az2, 24.90ms, 2570, 52.082813, -0.057377, 2023-12-21T09:14:50Z
35.179.9.68, euw2-az2, 31.68ms, 2020, 52.082801, -0.057298, 2023-12-21T09:37:01Z
35.179.9.68, euw2-az2, 31.34ms, 2042, 52.082795, -0.057309, 2023-12-21T09:39:09Z
35.179.9.68, euw2-az2, 31.76ms, 2015, 52.082782, -0.057322, 2023-12-21T09:41:18Z
35.179.9.68, euw2-az2, 31.08ms, 2059, 52.082783, -0.057314, 2023-12-21T09:43:26Z
35.179.9.68, euw2-az2, 31.24ms, 2049, 52.082787, -0.057335, 2023-12-21T09:45:34Z
35.179.9.68, euw2-az2, 31.81ms, 2012, 52.082781, -0.057356, 2023-12-21T09:47:42Z
35.179.9.68, euw2-az2, 31.71ms, 2018, 52.082737, -0.057350, 2023-12-21T09:49:51Z
35.179.9.68, euw2-az2, 31.06ms, 2060, 52.082771, -0.057298, 2023-12-21T09:51:59Z
35.179.9.68, euw2-az2, 31.28ms, 2046, 52.082797, -0.057315, 2023-12-21T09:54:07Z
