# Ready
# Setting up control connection to 18.168.5.59...
# Control connection for server 1 complete
# Setting up control connection to 141.195.194.83...
# Control connection for server 2 complete
# Running test to 18.168.5.59:33413 for 60s...
# netperf: send_omni: connect_data_socket failed: Connection refused (usually means test socket not permitted by security group)
# Setting up control connection to 18.168.5.59...
# Control connection for server 1 complete
# Setting up control connection to 141.195.194.83...
# Control connection for server 2 complete
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 43.62ms, 1467, 52.082854, -0.057250, 2023-12-19T10:09:03Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 46.04ms, 1390, 52.082853, -0.057378, 2023-12-19T10:10:08Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 44.57ms, 1436, 52.082867, -0.057372, 2023-12-19T10:11:12Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 50.43ms, 1269, 52.082856, -0.057376, 2023-12-19T10:12:16Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 41.96ms, 1525, 52.082853, -0.057352, 2023-12-19T10:13:20Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 43.06ms, 1486, 52.082856, -0.057344, 2023-12-19T10:14:24Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 42.55ms, 1504, 52.082858, -0.057344, 2023-12-19T10:15:28Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 50.08ms, 1278, 52.082904, -0.057305, 2023-12-19T10:16:32Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 42.52ms, 1505, 52.082904, -0.057305, 2023-12-19T10:17:37Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 43.87ms, 1459, 52.082851, -0.057294, 2023-12-19T10:18:41Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 41.91ms, 1527, 52.082841, -0.057310, 2023-12-19T10:19:45Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 45.45ms, 1408, 52.082840, -0.057310, 2023-12-19T10:20:49Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 41.94ms, 1526, 52.082832, -0.057322, 2023-12-19T10:21:53Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 45.10ms, 1419, 52.082832, -0.057322, 2023-12-19T10:22:57Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 42.10ms, 1520, 52.082820, -0.057321, 2023-12-19T10:24:01Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 42.87ms, 1493, 52.082824, -0.057316, 2023-12-19T10:25:06Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 42.24ms, 1515, 52.082813, -0.057311, 2023-12-19T10:26:10Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 43.69ms, 1465, 52.082829, -0.057314, 2023-12-19T10:27:14Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 42.11ms, 1520, 52.082830, -0.057311, 2023-12-19T10:28:18Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 50.39ms, 1270, 52.082829, -0.057300, 2023-12-19T10:29:22Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 41.91ms, 1527, 52.082829, -0.057301, 2023-12-19T10:30:26Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 42.22ms, 1516, 52.082828, -0.057307, 2023-12-19T10:31:30Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 41.83ms, 1530, 52.082746, -0.057322, 2023-12-19T10:32:35Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 46.00ms, 1391, 52.082790, -0.057326, 2023-12-19T10:33:39Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 41.81ms, 1531, 52.082818, -0.057374, 2023-12-19T10:34:43Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 49.97ms, 1281, 52.082812, -0.057370, 2023-12-19T10:35:47Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 41.86ms, 1529, 52.082817, -0.057368, 2023-12-19T10:36:51Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 43.25ms, 1480, 52.082814, -0.057357, 2023-12-19T10:37:55Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 42.02ms, 1523, 52.082812, -0.057349, 2023-12-19T10:39:00Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 44.76ms, 1430, 52.082808, -0.057347, 2023-12-19T10:40:04Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 42.11ms, 1520, 52.082808, -0.057354, 2023-12-19T10:41:08Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 45.36ms, 1411, 52.082815, -0.057370, 2023-12-19T10:42:12Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 42.38ms, 1510, 52.082813, -0.057370, 2023-12-19T10:43:16Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 44.95ms, 1424, 52.082813, -0.057367, 2023-12-19T10:44:20Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 42.38ms, 1510, 52.082752, -0.057447, 2023-12-19T10:45:24Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 50.12ms, 1277, 52.082842, -0.057221, 2023-12-19T10:46:29Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 42.10ms, 1520, 52.082826, -0.057174, 2023-12-19T10:47:33Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 50.32ms, 1272, 52.082843, -0.057296, 2023-12-19T10:48:37Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 42.41ms, 1509, 52.082843, -0.057296, 2023-12-19T10:49:41Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 49.69ms, 1288, 52.082830, -0.057342, 2023-12-19T10:50:45Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 42.11ms, 1520, 52.082831, -0.057363, 2023-12-19T10:51:49Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 43.48ms, 1472, 52.082819, -0.057370, 2023-12-19T10:52:53Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 42.08ms, 1521, 52.082820, -0.057367, 2023-12-19T10:53:58Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 51.65ms, 1239, 52.082821, -0.057367, 2023-12-19T10:55:02Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 44.05ms, 1453, 52.082821, -0.057367, 2023-12-19T10:56:06Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 48.97ms, 1307, 52.082821, -0.057367, 2023-12-19T10:57:10Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 42.22ms, 1516, 52.082821, -0.057367, 2023-12-19T10:58:14Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 51.16ms, 1251, 52.082821, -0.057367, 2023-12-19T10:59:18Z
# Running test to 141.195.194.83:44519 for 60s...
141.195.194.83, euw2-wl1-lon-wlz1, 46.95ms, 1363, 52.082821, -0.057367, 2023-12-19T11:00:23Z
# Running test to 18.168.5.59:33413 for 60s...
18.168.5.59, euw2-az2, 43.10ms, 1485, 52.082839, -0.057304, 2023-12-19T11:01:27Z
# Running test to 141.195.194.83:44519 for 60s...
